Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Deviation,Vibration_Level,Crack_Width,Load_Bearing_Capacity,Temperature,Humidity,Air_Quality_Index,Energy_Consumption,Material_Usage,Labor_Hours,Equipment_Utilization,Accident_Count,Safety_Risk_Score,Image_Analysis_Score,Anomaly_Detected,Completion_Percentage,Start_Year,Start_Month,Start_Week,Start_DayOfWeek,Duration_Diff,Cost_Overrun_Percentage,Cost_Per_Day,Duration_Ratio,Behind_Schedule,Safety_Index,Completion_Gap,Progress_Efficiency,Structural_Risk,Energy_Intensity,Anomaly_Flag,Weather_Severity,Project_Type_Building,Project_Type_Dam,Project_Type_Road,Project_Type_Tunnel,Season_Spring,Season_Summer,Season_Winter,Risk_Category_Encoded,Weather_Condition_Rainy,Weather_Condition_Snowy,Weather_Condition_Stormy,Weather_Condition_Sunny
42011120,41130105.52286384,-881014.4771361649,359,412.5223738700374,53.52237387003743,1.8390508867206203,2.296730050864113,72.12237311977167,4.444848680134049,44.22750685476765,173,12854.564757657345,472.84916283089433,5633,72.10640680003621,7,2.856053236871399,75.77969026271762,0,61.9781432449462,2020,1,2,5,53.52237387003743,-2.0970982852543743,99703.93881186581,1.1490873923956475,1,0.0012426770814841115,38.0218567550538,53.936840361404144,1.324,31.160891073770205,0,83.80170666047051,False,False,False,True,False,False,True,0,False,False,True,False
27507881,39038564.55952264,11530683.559522636,303,349.4545481195073,46.45454811950731,0.6048025732459006,4.089817471745768,63.97559421582002,17.743157184336717,32.08263790315922,192,8186.661562359402,979.4646159354965,2821,70.69050188593832,4,5.278576346774947,57.88718364427636,0,37.57152773666749,2020,1,2,6,46.45454811950731,41.91774553453479,111712.85298645517,1.1533153403284069,1,0.0014179369018078695,62.42847226333251,32.576977365070846,1.0579999999999998,23.426970993548803,0,91.74773852624878,True,False,False,False,False,False,True,1,False,False,False,True
43428797,43184029.03894536,-244767.96105463803,560,767.7814774716009,207.78147747160085,1.80204988996437,4.649608815728324,299.3815649519595,30.92271981757178,20.18425089057117,85,23009.859299246506,623.9092337378524,2185,55.94070793017024,2,5.628177711301352,69.92256521230945,1,70.0142809430036,2020,1,3,0,207.78147747160085,-0.5636075092170709,56245.20818235378,1.3710383526278587,1,0.0009153318077803204,29.985719056996402,51.06661006879039,1.23,29.96928159171124,1,49.33209121244289,False,True,False,False,False,False,True,2,False,False,False,True
28445000,30887649.393121697,2442649.393121697,472,480.2258196762206,8.225819676220624,0.2966026209285108,2.725417064299451,392.91472446757297,17.677056395062916,51.56325571652037,96,30961.49623698396,880.186224519261,2637,96.14798989175748,3,2.8745322276257204,97.13240542163754,0,58.59829469029783,2020,1,3,1,8.225819676220624,8.587271552545955,64319.01019804988,1.0174275840597895,1,0.0011376564277588168,41.40170530970217,57.59456064330007,-0.10100000000000009,64.47278544468708,0,59.172093633474994,False,False,True,False,False,False,True,0,False,True,False,False
18962327,20366057.233176406,1403730.2331764065,374,520.6648447712332,146.66484477123322,1.3474691345593397,3.307331026618259,291.8206356997348,-6.271198229453807,44.67029120771891,231,43471.26313518969,957.9631567296608,8236,67.47515003197725,7,6.477133040772855,67.09894946678187,0,45.33304608177935,2020,1,3,2,146.66484477123322,7.402731917746205,39115.48366996956,1.3921519913669338,1,0.0008499271491015056,54.66695391822065,32.563287890187546,0.773,83.49183466437003,0,103.91972789347955,False,False,False,True,False,False,True,2,False,False,True,False
39516260,56225648.12564082,16709388.125640815,407,524.7240452131634,117.72404521316344,1.8232724850326631,4.516368111194571,428.3532823726016,29.79693852419895,58.84368836777863,263,48840.91364847814,707.8191643077934,9380,47.65547435724263,5,7.506999636343742,57.63936368217336,0,26.363994518340814,2020,1,3,3,117.72404521316344,42.284842051451264,107152.79514739935,1.289248268337011,1,0.0005330490405117271,73.63600548165918,20.44912152749872,0.9470000000000001,93.07923677985264,0,131.7921880675933,False,False,True,False,False,False,True,2,True,False,False,False
15226224,19849237.48517723,4623013.48517723,610,702.342937203306,92.34293720330596,0.4206239329566361,0.4927342570647119,65.04193989194974,34.32835707690246,33.162876481215,81,24777.163065643865,594.0448106668075,2746,65.962294877593,4,4.364560773689068,79.11983021181074,0,64.11251777249589,2020,1,3,4,92.34293720330595,30.36217965253388,28261.460938463893,1.1513818642677147,1,0.0014566642388929353,35.88748222750411,55.68310545977881,0.238,35.27787032970713,0,52.64737006743523,False,False,False,True,False,False,True,1,False,False,True,False
34034792,46900244.186206646,12865452.186206646,615,722.5125595194476,107.51255951944756,1.9398212241885848,1.1603928893308253,215.03843439167304,5.92238258158458,80.17658833665325,235,7720.111534337159,103.15976581958556,6797,47.62319501428024,8,6.269065271716948,80.11820870637361,1,84.63075665279965,2020,1,3,5,107.51255951944756,37.800883831482345,64912.70437900845,1.1748171699503211,1,0.001176989848462557,15.369243347200353,72.03738489485848,0.8209999999999998,10.68508973667102,1,119.82969127547136,False,True,False,False,False,False,True,2,False,False,False,True
25509968,26792628.04993433,1282660.049934331,640,674.5525275594607,34.552527559460714,0.960478384789472,3.544500031257912,156.68167602838014,26.526915660584272,38.04286509396768,223,38710.20105616418,136.0176766651054,9089,70.1519010554245,9,5.520717146480017,59.6902121233958,0,64.00040216583531,2020,1,3,6,34.552527559460714,5.028073927549934,39719.11297533846,1.0539883243116575,1,0.0009902079436681704,35.99959783416469,60.72211682955115,0.9309999999999999,57.38648878274633,0,108.5709342263656,False,False,False,False,False,False,True,1,True,False,False,False
20170135,25715398.46824597,5545263.468245968,797,1076.9610738956935,279.9610738956935,1.8968587060379465,4.118722309561498,251.2728356707049,13.462554557991634,35.8500723561355,103,30432.796530077183,280.7660944460047,3620,73.67653089137272,2,2.75993558520492,59.82932937909801,1,64.94703001963171,2020,1,4,0,279.9610738956935,27.492445976419933,23877.7418158909,1.351268599618185,1,0.0005524861878453039,35.05296998036829,48.06374545962451,1.2939999999999998,28.258028324080986,1,55.99378807423815,False,False,False,True,False,False,True,1,False,False,True,False
2500948,3108797.383830835,607849.3838308351,200,241.54496907663213,41.54496907663213,1.3859580828970892,4.285145141652889,82.56937693735512,38.90156456500936,53.64998395390492,210,25155.11051800084,267.40758867039574,8597,60.26534568961512,6,7.5700988989712,99.47748956624136,0,56.06536277329914,2020,1,4,1,41.54496907663213,24.304758988624915,12870.470437513206,1.2077248453831606,1,0.0006979178783296498,43.93463722670086,46.42229808190453,1.454,104.14255620459714,0,111.76546455567428,False,False,True,False,False,False,True,2,False,False,False,True
7327090,10255714.875276944,2928624.875276944,243,265.4805923329272,22.480592332927188,0.6730150527597479,2.0755358842746627,479.3592387069826,36.48740569884069,54.9195716620992,299,18917.099545648536,329.2829156798608,9002,44.29903685388908,8,8.213077250416426,62.1640536431106,0,44.94161055954625,2020,1,4,2,22.480592332927188,39.969822607296265,38630.75181938616,1.092512725649906,1,0.0008886914019106865,55.05838944045375,41.13600647792153,-0.23299999999999998,71.2560544611316,0,147.02209320828197,False,True,False,False,False,False,True,2,True,False,False,False
21885050,31594401.373791244,9709351.373791244,344,432.6247438930601,88.6247438930601,0.4577747973425021,0.4466995114593342,150.46493048121243,18.898759907030325,35.055966014956496,282,27607.933752959107,374.44117392789474,7107,96.61021213799437,3,6.839138040284508,91.9096017391792,0,51.17122374701916,2020,1,4,3,88.6247438930601,44.36522362887562,73029.57544564539,1.25763006945657,1,0.00042211903756859433,48.82877625298084,40.6886134403025,0.04500000000000004,63.814966995469575,0,128.98641777659606,False,False,False,True,False,False,True,2,True,False,False,False
32834022,29790113.221282497,-3043908.778717503,206,308.4727782735435,102.4727782735435,0.6770965878276888,2.1889073864981,465.0384989676131,28.0328050197477,39.0302508708141,216,20240.582200566398,424.0589441956554,3793,86.40118680900578,9,3.9150642499394617,73.51619127729897,1,99.05875814080738,2020,1,4,4,102.4727782735435,-9.270593711356783,96572.90794997025,1.4974406712307937,1,0.002372791985235961,0.9412418591926155,66.15204197665332,-0.17400000000000004,65.61545661775612,1,106.51891676716855,False,False,False,False,False,False,True,1,False,False,False,True
40391628,52687322.301127724,12295694.301127724,490,568.9671102190268,78.96711021902684,0.2767330775990825,1.153672951035269,241.6519197665068,38.58423355621572,31.879366740867145,72,39065.53404863121,478.4839210619889,3500,90.33286483030726,9,9.34113244968371,71.7494619456364,1,77.4701651894761,2020,1,4,5,78.96711021902684,30.441195143527576,92601.70114375411,1.1611573677939324,1,0.0025714285714285713,22.529834810523894,66.71805849767,-0.12700000000000006,68.66044336656425,1,49.93908008912486,False,False,False,False,False,False,True,2,True,False,False,False
16226559,15108573.091637058,-1117985.9083629418,464,673.9204859767677,209.9204859767677,0.3733491360523265,1.4559822749831208,493.4858599648481,17.26443555430515,70.29221248262166,220,29475.21634216885,188.9797046104132,9361,62.01210365717377,2,5.098225491956119,64.74812080818762,0,48.7503517581995,2020,1,4,6,209.92048597676774,-6.889852052816262,22418.92538663367,1.452414840467172,1,0.00021365238756543105,51.2496482418005,33.565032799113276,-0.544,43.73693478014401,0,114.26699441107804,True,False,False,False,False,False,True,1,False,False,False,True
37257426,45801120.05914702,8543694.059147023,839,928.7814772180268,89.78147721802668,0.2988548366583141,3.861337784187529,299.32627255709485,7.228790726885208,73.90623218778573,232,44458.14983693504,138.12573875750385,5925,85.64986180116703,0,3.3929063684658805,88.69128984461653,0,51.15667599590684,2020,1,5,0,89.7814772180268,22.931519904641355,49313.128203562825,1.10701010395474,1,0.0,48.84332400409316,46.21157098128742,0.30200000000000005,47.867179662217474,0,117.1405068744013,True,False,False,False,False,False,True,1,False,False,False,False
28870540,30965953.325498804,2095413.3254988045,460,429.1062271112961,-30.893772888703893,0.9035927331089596,0.3776354301294343,468.8747888791133,31.45163758502697,52.36299482214978,51,29459.47615922489,706.5500041657211,2080,69.12237371015166,8,4.674111587397609,94.03304392207774,0,54.9668806974768,2020,1,5,1,-30.893772888703893,7.257963742620693,72163.84048760786,0.9328396241549916,1,0.0038461538461538464,45.0331193025232,58.924255867956184,-0.42500000000000004,68.65310801370418,0,45.54438972215303,False,False,True,False,False,False,True,1,False,False,False,False
33434302,36244988.68497379,2810686.6849737912,343,350.73302549062265,7.733025490622651,1.6115989148894143,4.13790608740351,52.40704491240028,2.103644013158048,69.98609158795122,243,15721.808600296852,583.6013423587699,5864,52.06500930436276,0,7.228675827173888,63.056373077954014,0,69.33827749409316,2020,1,5,2,7.733025490622651,8.406595971328462,103340.67809631703,1.0225452638210573,1,0.0,30.661722505906837,67.80949454989327,1.616,44.8255723232918,0,118.82692068033279,False,False,False,True,False,False,True,2,True,False,False,False
40112237,44595786.38498775,4483549.384987749,403,463.9404856566341,60.94048565663411,0.3686287530110463,2.138345429120845,386.707462781405,11.369213140332311,71.5154774356212,215,43299.1347004465,499.7297819981077,5453,47.4654026144328,1,8.613386070933242,54.7548334674557,0,51.936241079396325,2020,1,5,3,60.94048565663411,11.1775102071414,96123.93779747307,1.1512170859966107,1,0.00018338529249954154,48.063758920603675,45.114202795587445,-0.19700000000000006,93.32907137682422,0,110.86540717278605,False,False,False,True,False,False,True,2,True,False,False,False
39456876,50219743.87313207,10762867.873132072,325,335.32881107594096,10.328811075940962,0.3476088230274382,2.980319655502975,456.372793896132,37.61499804087365,29.6792869374466,296,30074.857021851974,670.9959470515171,3248,60.70305215932341,8,4.209179493545854,56.845977644280495,0,71.7561206595319,2020,1,5,4,10.328811075940962,27.27754694297661,149762.68729190392,1.0317809571567413,1,0.0024630541871921183,28.243879340468098,69.54588584118557,-0.15900000000000003,89.68766186643296,0,138.58828549349607,True,False,False,False,False,False,True,1,False,False,False,True
17969728,19774427.412886277,1804699.412886273,209,188.12847059256924,-20.87152940743076,1.3225150040829283,0.448261156178395,112.87425514052931,29.843228714812327,87.63246173841758,292,14307.846716460255,844.9114664831865,2325,48.25312668850838,4,3.0936200140843724,89.6401767383122,0,39.62690259830631,2020,2,5,5,-20.871529407430756,10.042997940126176,105111.29628918237,0.9001362229309533,1,0.0017204301075268817,60.37309740169369,44.02322847232642,0.595,76.05359609522809,0,152.04270713596898,False,False,False,True,False,False,True,1,True,False,False,False
48718418,65264139.36891625,16545721.36891625,224,324.5762066732677,100.57620667326768,0.4746476657393259,1.686795391786398,93.25663327946816,12.209605288612458,77.47223629675017,206,33057.85144802999,484.92361820458416,4873,99.89613857224413,3,6.638438186516844,71.79134556598129,0,46.95756688190116,2020,2,5,6,100.57620667326768,33.961943035416816,201074.93410511737,1.4490009226485163,1,0.000615637184485943,53.04243311809884,32.40685782040157,0.45099999999999996,101.84927535772036,0,109.30455247560879,False,False,False,True,False,False,True,2,False,True,False,False
21491595,24558798.74229747,3067203.7422974706,650,914.1129703800624,264.1129703800624,0.285459072407084,0.4485045950742289,241.05767323368,1.8109476324596567,34.31384228370764,293,21097.25442240924,677.0075185467814,2688,42.951339413921325,8,9.290935900956567,56.59573292053614,0,87.76478122334625,2020,2,6,0,264.1129703800624,14.271643134432185,26866.262199612607,1.4063276467385575,1,0.002976190476190476,12.235218776653753,62.40706525743364,-0.259,23.07948263072736,0,128.03743697485018,False,False,False,False,False,False,True,2,False,False,False,False
32175239,30277283.43383268,-1897955.566167321,213,286.56494718403184,73.56494718403184,0.4170122985905975,4.807718614405548,470.1555077598208,9.57826149577301,33.03155250222492,159,42998.25255314296,958.2150014516428,3985,66.4686159621446,8,2.6496402720347945,67.01441032098123,1,39.60150892313884,2020,2,6,1,73.56494718403184,-5.898807981402472,105655.92104462317,1.3453753388921683,1,0.0020075282308657464,60.39849107686116,29.435286777107258,0.20499999999999996,150.04714629500552,1,76.38294419939938,True,False,False,False,False,False,True,1,True,False,False,False
6845447,9380014.177471982,2534567.1774719823,832,832.5730461464976,0.5730461464976315,1.8550896521658744,4.036308246631252,294.07395208569744,5.625728207508814,28.79628019057079,173,25398.488239094426,855.6620462754047,3076,67.12561134342305,1,8.227174440694299,75.71177414265264,0,96.79930598575017,2020,2,6,2,0.5730461464976315,37.02559054904643,11266.295757335263,1.0006887573876173,1,0.00032509752925877764,3.2006940142498337,96.73268063733717,1.1510000000000002,30.506017888339574,0,79.52660251942389,False,True,False,False,False,False,True,2,True,False,False,False
47847988,51266965.73160714,3418977.731607139,606,589.164196309951,-16.835803690049033,1.6607953802747626,2.298163771782301,287.3554086747795,-0.3150891630880341,29.68649937793429,116,37689.86111483375,483.4007294521685,2461,58.037915714900535,2,5.289464633387357,92.60258419225042,0,25.525445228640365,2020,2,6,3,-16.835803690049033,7.145499475562356,87016.43116248753,0.9722181457259917,1,0.0008126777732629012,74.47455477135964,26.254853749494213,0.7310000000000001,63.97174395676557,0,55.21142306445388,True,False,False,False,False,False,True,1,False,False,True,False
36103852,41868197.62293216,5764345.622932158,400,376.225139873372,-23.774860126628028,0.7727226684746787,1.1180127416183554,113.50675323469484,30.883310246111115,72.37132593200873,280,9299.129343630671,680.2451540332687,1072,74.28109394241672,2,8.195612535658825,82.08716271125874,0,31.751183413645546,2020,2,6,4,-23.774860126628028,15.966012775955758,111284.95463387681,0.94056284968343,1,0.0018656716417910447,68.24881658635445,33.757641421125875,0.43099999999999994,24.716927068617814,0,142.97639085343593,False,True,False,False,False,False,True,2,True,False,False,False
12737532,16702296.83804594,3964764.83804594,713,951.4396869570558,238.43968695705576,1.3460594579220464,4.667275526249261,50.35527999194846,3.863843776759433,52.87579798661365,120,22821.095583605576,259.3638297243458,7030,48.99862144909268,4,5.549870347959618,58.80164005400004,0,51.73117756794171,2020,2,6,5,238.43968695705576,31.12663299331409,17554.761554528064,1.3344175132637528,1,0.0005689900426742532,48.26882243205829,38.76686048687735,1.5950000000000002,23.98585627281662,0,65.02189252901192,False,False,False,False,False,False,True,2,False,True,False,False
49491820,54414954.17249746,4923134.172497459,871,1269.2950402554886,398.29504025548863,1.1208237799692724,1.722982978634859,414.5630408354576,14.97921085922701,74.80539209179071,213,49245.86464125794,604.4699664055809,5611,87.03474283523403,2,4.3959499687199735,57.93513561791682,0,81.76678534498326,2020,2,6,6,398.29504025548863,9.947369428922716,42870.21728340213,1.457284776412731,1,0.0003564427018356799,18.233214655016738,56.10899576283321,0.06700000000000006,38.79780750687054,0,112.13538088530532,False,False,True,False,False,False,True,1,False,False,False,False
9312934,8697827.688624633,-615106.3113753665,546,632.4435349311109,86.44353493111089,1.3865361006168715,0.8049221584368738,89.4085533438072,11.222269575985996,72.23784260451438,78,41380.71302647168,983.1954620245986,3796,59.9468630948583,9,7.270669001886857,70.61671078166613,1,75.84179298655003,2020,2,7,0,86.44353493111089,-6.604860631197069,13752.733972641601,1.1583214925478222,1,0.0023709167544783984,24.158207013449967,65.47559850567035,0.7510000000000001,65.42989332791439,1,56.238033654150115,False,False,False,True,False,False,True,2,False,False,True,False
4900379,5509754.007863763,609375.0078637628,729,708.2121299310716,-20.78787006892844,1.3970751896792428,2.8158219422697743,335.2324184308958,44.0142558249597,62.32288994536551,168,12197.33610651179,566.4836036822701,8717,75.48055538791851,5,9.105645651354076,53.759642385087815,0,25.701941585295074,2020,2,7,1,-20.78787006892844,12.435262820768818,7779.80745458287,0.9714844031976291,1,0.0005735918320523115,74.29805841470493,26.456360494000158,0.616,17.22271561163309,0,99.10114373109757,False,False,False,False,False,False,True,2,False,False,False,True
38358841,56259728.70974768,17900887.70974768,761,918.85856194628,157.8585619462799,1.2945946286139869,4.71887060172408,461.5774045318362,11.510073428152127,68.04566246050757,214,17499.38222647648,934.8744692711324,5516,82.93835416401757,1,3.8822655733316296,87.77885976419364,0,31.301652337105324,2020,2,7,2,157.85856194628002,46.6669149616582,61227.844022676516,1.2074356924392642,1,0.00018129079042784627,68.69834766289468,25.924074079564154,0.6599999999999999,19.044696269042937,0,109.46672076659792,False,False,False,True,False,False,True,1,False,False,False,True
12353540,15874800.927842176,3521260.927842177,295,327.2432476201776,32.24324762017756,0.6055926002208862,0.0191514525016128,143.89336092129395,-5.600963446178486,21.28490070653993,162,19841.71139853625,466.6014284529346,3493,93.34252706140968,5,5.1467332149493465,70.07269101518861,0,61.773669014575376,2020,2,7,3,32.24324762017761,28.504063837913467,48510.70585348678,1.1092991444751783,1,0.0014314342971657602,38.226330985424624,55.68711498808663,0.059000000000000025,60.632913109229335,0,69.50518117810843,False,False,True,False,False,False,True,1,False,False,False,False
7722055,10060968.85041681,2338913.8504168093,418,470.2060910269794,52.20609102697944,0.1741121994493544,1.1906242162699936,349.37277630660986,-5.0595836085353785,41.82443527635154,299,34266.450222295054,998.960344466168,5231,90.147246187132,5,3.0646056402687023,67.15118863906952,0,36.56482707688326,2020,2,7,4,52.20609102697938,30.288748920032415,21396.9343281849,1.1248949546099984,1,0.0009558401835213152,63.43517292311674,32.50510363393025,-0.4179999999999999,72.87538565792191,0,130.62945550034487,False,False,True,False,False,False,True,1,False,False,False,True
16056024,20541584.060146578,4485560.060146578,514,654.2183644896202,140.21836448962017,0.9655768857812068,4.692238202052038,85.41435951837926,22.491454674418563,64.64755254815871,277,39064.7641770345,621.298031704802,4576,76.49854168621357,1,2.650685172556157,75.45541661957179,1,48.00927920316431,2020,2,7,5,140.21836448962017,27.936929218258378,31398.666217772447,1.2727983744934244,1,0.00021853146853146853,51.99072079683569,37.71946929321942,1.321,59.71211799826249,1,136.9417021667732,False,False,False,False,False,False,True,1,False,True,False,False
49968538,50937691.95437754,969153.9543775396,620,825.3631381335393,205.3631381335393,1.7928503809123373,0.8554298342858102,321.6898147269258,22.964995345604606,20.65414674403709,264,38728.69739635594,138.0420948123411,9100,63.30359082303322,5,8.001011281529577,85.44784018814238,0,53.7934757938326,2020,2,7,6,205.36313813353934,1.9395283375662091,61715.49176471229,1.3312308679573215,1,0.0005494505494505495,46.2065242061674,40.408825462689904,0.42600000000000005,46.923221557890614,0,118.6857426268925,False,False,True,False,False,False,True,2,True,False,False,False
10035949,11551380.49506205,1515431.4950620497,327,316.0004260989142,-10.999573901085796,1.1820447911852945,0.5662172581990993,123.76927442894124,13.031744476546024,22.30838605778154,94,27944.332533788125,628.0793170222493,6728,70.19228020449783,5,2.805977050195982,78.4673472246526,0,63.48214048153642,2020,2,8,0,-10.999573901085796,15.100031846136819,36554.9522754322,0.9663621593238967,1,0.0007431629013079667,36.51785951846358,65.69187324755237,0.526,88.43131282690426,0,48.20203916029827,False,True,False,False,False,False,True,0,False,False,False,False
19298198,26063449.14893724,6765251.1489372365,188,173.21457803497054,-14.785421965029457,1.6815429792336252,2.8509360789990223,381.1791022318301,13.751403077161632,79.63215877292683,65,41486.92420271681,347.11542611163696,1032,86.12408760272815,5,8.13986354201005,90.12013908609936,0,32.59461919953388,2020,2,8,1,-14.785421965029457,35.05638790179913,150469.1432130802,0.9213541384838859,1,0.0048449612403100775,67.40538080046612,35.37686307370284,0.6669999999999999,239.51173552113468,0,54.01506855502654,False,False,True,False,False,False,True,2,False,False,True,False
33672748,32353575.620002408,-1319172.3799975924,467,698.9113508125373,231.9113508125373,1.9840862516263336,4.309219116474149,185.5540826572587,-7.033707943752083,67.88174031844503,289,24668.513724086377,129.23318983230524,5373,92.65273255356838,4,4.862953466562381,81.46812819350588,0,24.68261291994636,2020,2,8,2,231.9113508125373,-3.917626146810449,46291.38671505181,1.4965981816114289,1,0.000744463056020845,75.31738708005363,16.492478223760706,1.529,35.295626112535395,0,133.8544097124079,False,False,False,True,False,False,True,1,True,False,False,False
7281646,7767416.733361529,485770.7333615292,567,589.4741843010706,22.47418430107064,0.4108707878627249,2.385549088469631,258.5259539620908,18.410058071409424,38.57588131842408,80,10574.625438300283,838.767974225197,4598,46.22691569060032,6,9.955438510669442,89.39851337041318,0,45.87070490146238,2020,2,8,3,22.474184301070636,6.671166565382733,13176.856493844969,1.039637009349331,1,0.0013049151805132667,54.12929509853762,44.12184684553612,0.15300000000000002,17.939081506747296,0,49.09578181695005,False,False,False,True,False,False,True,2,False,False,False,True
